episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
20,1.0,8.408320993944711,3.1732227448390034,-179.72181524215694,30.0,1.0,6,0.0,False,True,0.5573211875064839,1,25.17264166014682,230.839,prepare,0.0
20,2.0,8.408613580443282,3.173200513932215,-179.69840754421637,-20.0,1.5,1,2.0,False,True,0.5561593490668337,1,25.17264166014682,230.913,in_progress,0.0
20,3.0,8.40027183025165,3.171883813316865,-179.31342140386477,-20.0,1.5,1,2.0,False,True,0.5893245827068752,1,25.17264166014682,230.975,in_progress,0.0
20,4.0,8.37485588475653,3.178648784086694,178.99259659981735,0.0,4.0,3,2.0,False,True,0.6901482649060975,1,25.17264166014682,231.037,in_progress,0.0
20,5.0,8.347060035972516,3.1868460460303734,177.1040325268207,-30.0,1.0,0,2.0,False,True,0.8003961907654837,1,25.17264166014682,231.117,in_progress,0.0
20,6.0,8.304719708186312,3.2066430791422764,173.2030798846235,0.0,4.0,3,2.0,False,True,0.9665834871950425,1,25.17264166014682,231.173,in_progress,0.0
20,7.0,8.254478779929086,3.233773262519006,168.29117122791212,20.0,1.5,5,2.0,False,True,1.1643079401876355,1,25.17264166014682,231.251,in_progress,0.0
20,8.0,8.192599626625263,3.250774627129391,166.5135918062155,20.0,1.5,5,2.0,False,True,1.4089433554332944,2,25.17264166014682,231.309,in_progress,0.0
20,9.0,8.120145821142934,3.254116757760182,169.4903660026305,20.0,1.5,5,2.0,False,True,1.7035928443709232,2,25.17264166014682,231.367,in_progress,0.0
20,10.0,8.038418101763416,3.244148231277415,174.90720025758614,20.0,1.5,5,2.0,False,True,2.028099169795811,3,25.17264166014682,231.433,in_progress,0.0
20,11.0,7.957174761590541,3.2197293083780463,-178.1180558978462,30.0,1.0,6,2.0,False,True,2.350449559809042,3,25.17264166014682,231.514,in_progress,0.0
20,12.0,7.8674198099211115,3.1829388048344085,-170.79115134298286,-20.0,1.5,1,2.0,False,True,2.707067413642552,3,25.17264166014682,231.583,in_progress,0.0
20,13.0,7.7858360754424645,3.153566521849889,-167.37157758396944,-12.0,2.0,2,2.0,False,True,3.0290206676272984,4,25.17264166014682,231.65,in_progress,0.0
20,14.0,7.691522531443551,3.1346065538449084,-167.94247901598206,-30.0,1.0,0,2.0,False,True,3.4060083716200937,4,25.17264166014682,231.717,in_progress,0.0
20,15.0,7.586145531270897,3.1229135864371704,-169.9866625950882,-30.0,1.0,0,2.0,False,True,3.824888238165701,5,25.17264166014682,231.774,in_progress,0.0
20,16.0,7.5064038182040305,3.116553078515126,-171.63336963386962,0.0,4.0,3,2.0,False,True,4.14483654437709,5,25.17264166014682,231.847,in_progress,0.0
20,17.0,7.42014914700829,3.1157431934057453,-174.19756519348218,-30.0,1.0,0,2.0,False,True,4.487486623314454,6,25.17264166014682,231.912,in_progress,0.0
20,18.0,7.324133722904813,3.1212425996055773,-177.53882637781953,-20.0,1.5,1,2.0,False,True,4.8585953846517125,6,25.17264166014682,231.972,in_progress,0.0
20,19.0,7.239916904526579,3.137436817423988,178.08792244501566,-20.0,1.5,1,2.0,False,True,5.195062116106644,6,25.17264166014682,232.046,in_progress,0.0
20,20.0,7.1497513188389155,3.1663629628418946,172.46517369962993,-20.0,1.5,1,2.0,False,True,5.556788051935397,7,25.17264166014682,232.112,in_progress,0.0
20,21.0,7.056403507780992,3.2081049764903256,166.225855092704,12.0,2.0,4,2.0,False,True,5.94735789484978,7,25.17264166014682,232.184,in_progress,0.0
20,22.0,6.9580263152634,3.24760852622059,163.06448816927775,12.0,2.0,4,2.0,False,True,6.360535739451451,8,25.17264166014682,232.234,in_progress,0.0
20,23.0,6.828909589101462,3.2767290630616674,165.1171991190792,30.0,1.0,6,2.0,False,True,6.901465209688763,9,25.17264166014682,232.316,in_progress,0.0
20,24.0,6.736959537250662,3.287592232739232,167.90226681170748,-12.0,2.0,2,2.0,False,True,7.265465302693555,9,25.17264166014682,232.382,in_progress,0.0
20,25.0,6.619539164946615,3.3105318472111893,168.14551692928794,12.0,2.0,4,2.0,False,True,7.735731588409667,10,25.17264166014682,232.441,in_progress,0.0
20,26.0,6.517874314040191,3.333051619190475,167.9420467905126,-20.0,1.5,1,2.0,False,True,8.156543245180693,10,25.17264166014682,232.513,in_progress,0.0
20,27.0,6.4013552875382835,3.3562301170639013,168.374227275818,30.0,1.0,6,2.0,False,True,8.628294471953472,11,25.17264166014682,232.58,in_progress,0.0
20,28.0,6.2963198153672195,3.3766865468231306,168.61946314624396,30.0,1.0,6,2.0,False,True,9.050483494748164,11,25.17264166014682,232.635,in_progress,0.0
20,29.0,6.1965060935775185,3.3880816192979517,170.51020744431915,30.0,1.0,6,2.0,False,True,9.440379209507173,12,25.17264166014682,232.707,in_progress,0.0
20,30.0,6.118728793534498,3.3911966857331644,172.65828012778863,30.0,1.0,6,2.0,False,True,9.68937020069449,12,25.17264166014682,232.781,in_progress,0.0
20,31.0,6.041713986735009,3.3877617946688745,175.59864271187038,12.0,2.0,4,2.0,False,True,9.976320344591269,12,25.17264166014682,232.852,in_progress,0.0
20,32.0,5.956648614681872,3.3763911510641345,179.48417036197213,-20.0,1.5,1,2.0,False,True,10.305028485836964,13,25.17264166014682,232.92,in_progress,0.0
20,33.0,5.858365875381449,3.3682779591499536,-178.67521250176034,20.0,1.5,5,1.0,False,True,10.710743227524492,13,25.17264166014682,232.975,in_progress,0.0
20,34.0,5.770270830053504,3.3646710533940225,-178.263765618406,20.0,1.5,5,1.0,False,True,11.045835017664537,14,25.17264166014682,233.041,in_progress,0.0
20,35.0,5.6633914089247535,3.3448277176311296,-174.75977202271096,12.0,2.0,4,1.0,False,True,11.624279011929897,15,25.17264166014682,233.113,in_progress,0.0
