episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,1.0,8.408436166374546,3.1731982121079483,-179.6989389344964,20.0,1.5,5,0.0,False,True,0.556864176671124,1,25.17264166014682,19.3,prepare,0.0
0,2.0,8.408613580443287,3.173200513932215,-179.69840754421637,20.0,1.5,5,2.0,False,True,0.5561593490668347,1,25.17264166014682,19.37,in_progress,0.0
0,3.0,8.399033054919217,3.1743451770264133,179.96413855273323,20.0,1.5,5,2.0,False,True,0.5941941636068205,1,25.17264166014682,19.439,in_progress,0.0
0,4.0,8.377832298280184,3.1657519899152153,-177.905003468394,0.0,4.0,3,2.0,False,True,0.6785941072713849,1,25.17264166014682,19.474,in_progress,0.0
0,5.0,8.338077621748472,3.153399769650915,-175.30508281835304,30.0,1.0,6,2.0,False,True,0.8376817112015142,1,25.17264166014682,19.572,in_progress,0.0
0,6.0,8.291078812755114,3.139520871079452,-173.70027207337554,-12.0,2.0,2,2.0,False,True,1.0252979054278628,1,25.17264166014682,19.641,in_progress,0.0
0,7.0,8.236623310022141,3.1280905212837506,-172.6255051846917,-30.0,1.0,0,2.0,False,True,1.242366678201582,2,25.17264166014682,19.706,in_progress,0.0
0,8.0,8.170875388466142,3.1368516828180777,-176.4576432073705,-30.0,1.0,0,2.0,False,True,1.5029252882314954,2,25.17264166014682,19.771,in_progress,0.0
0,9.0,8.107511617334271,3.1557152308846073,178.35099926983366,0.0,4.0,3,2.0,False,True,1.7522047155982057,2,25.17264166014682,19.84,in_progress,0.0
0,10.0,8.023991363878281,3.1845860358165607,172.64735390411133,-30.0,1.0,0,2.0,False,True,2.0844547605248525,3,25.17264166014682,19.907,in_progress,0.0
0,11.0,7.943272791093384,3.20742099566034,169.77217618571314,20.0,1.5,5,2.0,False,True,2.407528093878936,3,25.17264166014682,19.973,in_progress,0.0
0,12.0,7.862749558095218,3.225389712517411,169.1220967487338,-20.0,1.5,1,2.0,False,True,2.728640118884041,3,25.17264166014682,20.042,in_progress,0.0
0,13.0,7.760097786601646,3.2532991427978195,167.28174498470176,-12.0,2.0,2,2.0,False,True,3.1383529653127824,4,25.17264166014682,20.106,in_progress,0.0
0,14.0,7.695512643677471,3.282188826494098,164.10258295504613,-12.0,2.0,2,1.0,False,True,3.386752946809928,4,25.17264166014682,20.168,in_progress,0.0
0,15.0,7.602382997743508,3.3392681623083567,157.8269807509229,20.0,1.5,5,1.0,False,True,3.7553936326572073,5,25.17264166014682,20.248,in_progress,0.0
0,16.0,7.495781638786496,3.401646840374876,154.2238963804612,30.0,1.0,6,1.0,False,True,4.164958316520889,5,25.17264166014682,20.301,in_progress,0.0
0,17.0,7.394920940133248,3.4444930184556726,155.29865972230934,20.0,1.5,5,0.5,False,True,4.562241624604593,6,25.17264166014682,20.376,in_progress,0.0
0,18.0,7.31280869050347,3.4689346128461866,157.95728210902882,20.0,1.5,5,0.5,False,True,4.948340614365101,6,25.17264166014682,20.437,in_progress,0.0
0,19.0,7.211988361492104,3.488041379109866,162.23170302945022,20.0,1.5,5,0.5,False,True,5.351106337038871,7,25.17264166014682,20.508,in_progress,0.0
0,20.0,7.111275806623973,3.497924280356018,166.76684330895807,20.0,1.5,5,0.5,False,True,5.947303652835207,7,25.17264166014682,20.573,in_progress,0.0
0,21.0,7.013936035094291,3.498074756727072,171.4800266593342,20.0,1.5,5,0.5,False,True,6.327357041895988,8,25.17264166014682,20.641,in_progress,0.0
0,22.0,6.9058404530257125,3.491480202608377,176.19659749435402,20.0,1.5,5,1.0,False,True,6.8581638225586685,9,25.17264166014682,20.71,in_progress,0.0
0,23.0,6.805256595743004,3.4771962375499426,-179.31284996789938,30.0,1.0,6,1.0,False,True,7.259501845772606,9,25.17264166014682,20.772,in_progress,0.0
0,24.0,6.708156713760791,3.455091699936909,-174.83239555906766,12.0,2.0,4,1.0,False,True,7.594232650525519,9,25.17264166014682,20.79,in_progress,0.0
0,25.0,6.608237727310542,3.429687421907913,-171.36732953119883,30.0,1.0,6,2.0,False,True,7.935177428878381,10,25.17264166014682,20.896,in_progress,0.0
0,26.0,6.510561453056452,3.3987295048715835,-168.00371134488947,-12.0,2.0,2,2.0,False,True,8.228661943279587,10,25.17264166014682,20.977,in_progress,0.0
0,27.0,6.418943413932191,3.3715746875481742,-166.40678703602745,-20.0,1.5,1,2.0,False,True,8.56955821031901,11,25.17264166014682,21.033,in_progress,0.0
0,28.0,6.311613798175089,3.3570776683334795,-168.7672889147517,-20.0,1.5,1,2.0,False,True,8.997926397988563,11,25.17264166014682,21.101,in_progress,0.0
0,29.0,6.201211737801912,3.350036038270788,-171.85922085763676,-20.0,1.5,1,2.0,False,True,9.43708441927448,12,25.17264166014682,21.175,in_progress,0.0
0,30.0,6.0960411085291195,3.3499603008473238,-175.01625180840878,-30.0,1.0,0,2.0,False,True,9.83634837763549,12,25.17264166014682,21.235,in_progress,0.0
0,31.0,5.994414283382172,3.356536078260154,-178.37171162291153,30.0,1.0,6,2.0,False,True,10.197755626628396,13,25.17264166014682,21.305,in_progress,0.0
0,32.0,5.910034635014098,3.3614060546548945,-179.96502120686873,0.0,4.0,3,2.0,False,True,10.525988541510916,13,25.17264166014682,21.373,in_progress,0.0
0,33.0,5.814320713416851,3.363264781276631,179.38281982459714,-20.0,1.5,1,1.0,False,True,10.882487517554852,14,25.17264166014682,21.437,in_progress,0.0
0,34.0,5.713492838963117,3.3831950069679526,175.38171638812116,-12.0,2.0,2,1.0,False,True,11.411254760328172,14,25.17264166014682,21.506,in_progress,0.0
0,35.0,5.620122137894257,3.413943653474208,170.29287243023012,12.0,2.0,4,1.0,False,True,11.76840287212768,15,25.17264166014682,21.567,in_progress,0.0
0,36.0,5.506185744721041,3.4501142651188514,166.87984819346985,30.0,1.0,6,0.5,False,True,12.207597598186707,15,25.17264166014682,21.632,in_progress,0.0
0,37.0,5.406555667943324,3.4706744021516363,167.27201529380562,30.0,1.0,6,0.5,False,True,12.593781442346533,16,25.17264166014682,21.706,in_progress,0.0
0,38.0,5.303695704189501,3.481683895751501,169.85782639661355,-20.0,1.5,1,0.5,False,True,13.092059690033059,16,25.17264166014682,21.772,in_progress,0.0
0,39.0,5.214943366353407,3.4914968532485937,171.0028822364953,30.0,1.0,6,0.5,False,True,13.443791675052768,17,25.17264166014682,21.841,in_progress,0.0
0,40.0,5.121969056260522,3.513803729453628,169.35017065595497,20.0,1.5,5,0.5,False,True,13.839743736560504,17,25.17264166014682,21.912,in_progress,0.0
0,41.0,5.031578746962834,3.5209599355334418,171.5280271422735,20.0,1.5,5,0.5,False,True,14.19884148584397,18,25.17264166014682,21.974,in_progress,0.0
0,42.0,4.928800480127672,3.5133738225496347,176.38675217095548,12.0,2.0,4,0.5,False,True,14.634375637398833,18,25.17264166014682,22.033,in_progress,0.0
0,43.0,4.8205533458176415,3.491460119605764,-177.47444301879005,30.0,1.0,6,0.5,False,True,15.06254592502702,19,25.17264166014682,22.107,in_progress,0.0
0,44.0,4.728059585949136,3.46031814595531,-171.33881704511575,-30.0,1.0,0,0.5,False,True,15.412656658948318,19,25.17264166014682,22.17,in_progress,0.0
0,45.0,4.647581692554334,3.4332875665716474,-167.5133704985145,30.0,1.0,6,1.0,False,True,15.731545774838043,20,25.17264166014682,22.239,in_progress,0.0
0,46.0,4.560865107942842,3.410434204326524,-166.67229016222282,0.0,4.0,3,1.0,False,True,16.062056979249583,20,25.17264166014682,22.306,in_progress,0.0
0,47.0,4.48340733495249,3.3863869417772197,-165.361100688582,-30.0,1.0,0,1.0,False,True,16.370365193239305,20,25.17264166014682,22.369,in_progress,0.0
0,48.0,4.396802000225379,3.365819427198119,-165.18171188537005,30.0,1.0,6,1.0,False,True,16.71492395009873,21,25.17264166014682,22.441,in_progress,0.0
0,49.0,4.315108086408544,3.3504903776570054,-166.59850782820337,-12.0,2.0,2,1.0,False,True,17.044384141616735,21,25.17264166014682,22.508,in_progress,0.0
0,50.0,4.227429800706457,3.3316957102770997,-167.21264926463292,12.0,2.0,4,1.0,False,True,17.392699753064445,22,25.17264166014682,22.573,in_progress,0.0
0,51.0,4.128691831535714,3.31548269698909,-168.42286895713806,0.0,4.0,3,1.0,False,True,17.787375221003355,22,25.17264166014682,22.641,in_progress,0.0
0,52.0,4.027188925890237,3.290263329809301,-167.49890250001533,-20.0,1.5,1,1.0,False,True,18.19019437117629,23,25.17264166014682,22.704,in_progress,0.0
0,53.0,3.9194942685155536,3.268061241839411,-167.7410980037272,-12.0,2.0,2,2.0,False,True,18.61781212126028,23,25.17264166014682,22.768,in_progress,0.0
0,54.0,3.798560403305006,3.257460390721164,-170.97157340467103,12.0,2.0,4,2.0,False,True,19.09803877422382,24,25.17264166014682,22.848,in_progress,0.0
0,55.0,3.6772981528290734,3.2492899481081023,-173.3617755141505,12.0,2.0,4,2.0,False,True,19.579729610523724,24,25.17264166014682,22.909,in_progress,0.0
0,56.0,3.5493044733421972,3.2251661937830804,-171.46476921503563,-30.0,1.0,0,2.0,False,True,20.087718613625086,25,25.17264166014682,22.976,in_progress,0.0
0,57.0,3.435711802871287,3.1981753334743446,-169.25775384941514,-12.0,2.0,2,2.0,False,True,20.538457518683863,26,25.17264166014682,23.046,in_progress,0.0
0,58.0,3.3104255601403607,3.1800915583124207,-170.49003942752165,-20.0,1.5,1,2.0,False,True,21.035740732035045,26,25.17264166014682,23.067,in_progress,0.0
0,59.0,3.207079750611877,3.176774926406848,-173.41635354474198,30.0,1.0,6,2.0,False,True,21.44625597257673,27,25.17264166014682,23.172,in_progress,0.0
0,60.0,3.094075564774579,3.1727182278694226,-175.41337631331615,0.0,4.0,3,2.0,False,True,21.89513745315157,27,25.17264166014682,23.241,in_progress,0.0
0,61.0,2.9804475387477423,3.164992139242227,-175.8665076643624,-12.0,2.0,2,2.0,False,True,22.34624627572639,28,25.17264166014682,23.299,in_progress,0.0
0,62.0,2.860578273709877,3.1666383694780307,-178.05634756696298,0.0,4.0,3,2.0,False,True,22.822345047841665,29,25.17264166014682,23.369,in_progress,0.0
0,63.0,2.737975921482498,3.1724958767005895,179.92603116107577,0.0,4.0,3,2.0,False,True,23.30983972104457,29,25.17264166014682,23.437,in_progress,0.0
0,64.0,2.5939914042353136,3.176777817071741,179.04382967386633,-30.0,1.0,0,2.0,False,True,23.88184109698541,30,25.17264166014682,23.51,in_progress,0.0
0,65.0,2.4509044948563212,3.186190803538163,178.45681383227677,-12.0,2.0,2,2.0,False,True,24.449491134320557,31,25.17264166014682,23.574,in_progress,0.0
0,66.0,2.3274438802471877,3.2008520655676853,176.19666140674926,-20.0,1.5,1,2.0,False,True,24.93513429372537,31,25.17264166014682,23.648,in_progress,0.0
0,67.0,2.196597169794449,3.231098647998382,171.82590171057564,-30.0,1.0,0,2.0,False,True,25.448248435644526,32,25.17264166014682,23.7,in_progress,0.0
0,68.0,2.0967332052513235,3.2632184861053566,168.07566124468823,-30.0,1.0,0,2.0,False,True,25.84974517333319,32,25.17264166014682,23.776,in_progress,0.0
0,69.0,2.0045791535552833,3.299423719067581,164.4386731248488,-30.0,1.0,0,1.0,False,True,26.21265683625158,33,25.17264166014682,23.839,in_progress,0.0
